city,stateAbb,year,department,expensecat,subdep,expensedescrip,personneltype,group,total
Sacramento,CA,2020,Police Department,Personnel Services,All Sub-departments,All expense items,All staff,Group 1,169901100
Salt Lake City,UT,2020,Police Department,Contractual Services,Administration,All expense items,All staff,Group 3,1061443
Salt Lake City,UT,2020,Police Department,Contractual Services,Command,All expense items,All staff,Group 3,2424390
Salt Lake City,UT,2020,Police Department,Contractual Services,Other Specialized Unit,All expense items,All staff,Group 3,52138
Salt Lake City,UT,2020,Police Department,Contractual Services,Patrol,All expense items,All staff,Group 3,386620
Salt Lake City,UT,2020,Police Department,Operations,Administration,All expense items,All staff,Group 3,1638083
Salt Lake City,UT,2020,Police Department,Operations,Command,All expense items,All staff,Group 3,389599
Salt Lake City,UT,2020,Police Department,Operations,Other Specialized Unit,All expense items,All staff,Group 3,34550
Salt Lake City,UT,2020,Police Department,Operations,Patrol,All expense items,All staff,Group 3,200400
Salt Lake City,UT,2020,Police Department,Personnel Services,Administration,All expense items,All staff,Group 3,23233115
Salt Lake City,UT,2020,Police Department,Personnel Services,Command,All expense items,All staff,Group 3,3220762
Salt Lake City,UT,2020,Police Department,Personnel Services,Other Specialized Unit,All expense items,All staff,Group 3,536920
Salt Lake City,UT,2020,Police Department,Personnel Services,Patrol,All expense items,All staff,Group 3,49057709
San Antonio,TX,2020,Police Department,Capital Projects,All Sub-departments,All expense items,All staff,Group 1,4985434
San Antonio,TX,2020,Police Department,Contractual Services,All Sub-departments,All expense items,All staff,Group 1,18398091
San Antonio,TX,2020,Police Department,Materials and Services,All Sub-departments,All expense items,All staff,Group 1,5460600
San Antonio,TX,2020,Police Department,Personnel Services,All Sub-departments,All expense items,All staff,Group 1,404546092
San Antonio,TX,2020,Police Department,Self Insurance,All Sub-departments,All expense items,All staff,Group 1,39102001
San Antonio,TX,2020,Police Department,Transfers,All Sub-departments,All expense items,All staff,Group 1,6599066
San Diego,CA,2020,Police Department,Capital Projects,All Sub-departments,All expense items,All staff,Group 2,50246
San Diego,CA,2020,Police Department,Contractual Services,All Sub-departments,All expense items,All staff,Group 2,34265193
San Diego,CA,2020,Police Department,Equipment,All Sub-departments,All expense items,All staff,Group 2,6950295
San Diego,CA,2020,Police Department,Materials and Services,All Sub-departments,All expense items,All staff,Group 2,13352379
San Diego,CA,2020,Police Department,Non-Equipment Expense,All Sub-departments,All expense items,All staff,Group 2,12326197
San Diego,CA,2020,Police Department,Personnel Services,All Sub-departments,Fringe benefits,All staff,Group 2,200988293
San Diego,CA,2020,Police Department,Personnel Services,All Sub-departments,Overtime,All staff,Group 2,32062338
San Diego,CA,2020,Police Department,Personnel Services,All Sub-departments,Risk Management Administration,All staff,Group 2,2824544
San Diego,CA,2020,Police Department,Personnel Services,All Sub-departments,Salaries,All staff,Group 2,239267988
San Francisco,CA,2020,Police Board/Commission,Contractual Services,All Sub-departments,All expense items,All staff,Group 4,1001336
San Francisco,CA,2020,Police Board/Commission,Equipment,All Sub-departments,All expense items,All staff,Group 4,34918
San Francisco,CA,2020,Police Board/Commission,Internal Charges,All Sub-departments,All expense items,All staff,Group 4,875051
San Francisco,CA,2020,Police Board/Commission,Non-Equipment Expense,All Sub-departments,All expense items,All staff,Group 4,160000
San Francisco,CA,2020,Police Board/Commission,Personnel Services,All Sub-departments,Fringe benefits,All staff,Group 4,2702586
San Francisco,CA,2020,Police Board/Commission,Personnel Services,All Sub-departments,Salaries,All staff,Group 4,6626118
San Francisco,CA,2020,Police Department,Capital Projects,All Sub-departments,Equipment,All staff,Group 4,6011250
San Francisco,CA,2020,Police Department,Capital Projects,All Sub-departments,Facility,All staff,Group 4,1625000
San Francisco,CA,2020,Police Department,Capital Projects,All Sub-departments,Renewals,All staff,Group 4,1.00E+06
San Francisco,CA,2020,Police Department,Contractual Attorney,Operations,District Attorney,All staff,Group 4,353288
San Francisco,CA,2020,Police Department,Contractual Forestry,Operations,Urban Forestry,All staff,Group 4,136000
San Francisco,CA,2020,Police Department,Contractual Services,Administration,Professional Fees,All staff,Group 4,50000
San Francisco,CA,2020,Police Department,Contractual Services,Operations,Legal Services,All staff,Group 4,350000
San Francisco,CA,2020,Police Department,Contractual Services,Operations,Medical Services,All staff,Group 4,1476228
San Francisco,CA,2020,Police Department,Contractual Services,Operations,Professional Fees,All staff,Group 4,4764022
San Francisco,CA,2020,Police Department,Contractual Services,Operations,Technical Services,All staff,Group 4,522951
San Francisco,CA,2020,Police Department,Equipment,Administration,All expense items,All staff,Group 4,4.00E+05
San Francisco,CA,2020,Police Department,Equipment,Operations,Field equipment,All staff,Group 4,2746392
San Francisco,CA,2020,Police Department,Equipment,Operations,Fuels/lubricants,All staff,Group 4,80000
San Francisco,CA,2020,Police Department,Equipment,Operations,Other,All staff,Group 4,76546
San Francisco,CA,2020,Police Department,Equipment,Operations,Other supplies,All staff,Group 4,1839490
San Francisco,CA,2020,Police Department,Equipment,Operations,Phones,All staff,Group 4,3428918
San Francisco,CA,2020,Police Department,Equipment,Operations,Security ,All staff,Group 4,1992425
San Francisco,CA,2020,Police Department,Equipment,Operations,Transportation,All staff,Group 4,5797118
San Francisco,CA,2020,Police Department,Non-Equipment Expense,Administration,Other supplies,All staff,Group 4,1900000
San Francisco,CA,2020,Police Department,Non-Equipment Expense,Administration,Rentals,All staff,Group 4,14000
San Francisco,CA,2020,Police Department,Non-Equipment Expense,All Sub-departments,Maintenance,All staff,Group 4,165919
San Francisco,CA,2020,Police Department,Non-Equipment Expense,Operations,Court Fees,All staff,Group 4,49000
San Francisco,CA,2020,Police Department,Non-Equipment Expense,Operations,Dues,All staff,Group 4,56196
San Francisco,CA,2020,Police Department,Non-Equipment Expense,Operations,Facility,All staff,Group 4,3975311
San Francisco,CA,2020,Police Department,Non-Equipment Expense,Operations,IT Maintenance,All staff,Group 4,10401593
San Francisco,CA,2020,Police Department,Non-Equipment Expense,Operations,Judgements,All staff,Group 4,1665000
San Francisco,CA,2020,Police Department,Non-Equipment Expense,Operations,Maintenance,All staff,Group 4,840015
San Francisco,CA,2020,Police Department,Non-Equipment Expense,Operations,Mayor's Office Services,All staff,Group 4,68929
San Francisco,CA,2020,Police Department,Non-Equipment Expense,Operations,Real Estate,All staff,Group 4,17106567
San Francisco,CA,2020,Police Department,Non-Equipment Expense,Operations,Rentals,All staff,Group 4,51400
San Francisco,CA,2020,Police Department,Non-Equipment Expense,Operations,Social Services,All staff,Group 4,6600
San Francisco,CA,2020,Police Department,Non-Equipment Expense,Operations,Training,All staff,Group 4,1718935
San Francisco,CA,2020,Police Department,Non-Equipment Expense,Operations,Transportation,All staff,Group 4,10000
San Francisco,CA,2020,Police Department,Non-Equipment Expense,Operations,Travel,All staff,Group 4,67250
San Francisco,CA,2020,Police Department,Non-Equipment Expense,Operations,Utilities,All staff,Group 4,669208
San Francisco,CA,2020,Police Department,Operations,Operations,Real Estate,All staff,Group 4,96738
San Francisco,CA,2020,Police Department,Other,Operations,Accountability,All staff,Group 4,1.00E+05
San Francisco,CA,2020,Police Department,Other,Operations,Mental Health,All staff,Group 4,102033
San Francisco,CA,2020,Police Department,Personnel Services,Administration,Benefits,All staff,Group 4,653656
San Francisco,CA,2020,Police Department,Personnel Services,Administration,Retirement/pensions,All staff,Group 4,1525563
San Francisco,CA,2020,Police Department,Personnel Services,Administration,Salaries,All staff,Group 4,5498355
San Francisco,CA,2020,Police Department,Personnel Services,Operations,Benefits,All staff,Group 4,59025150
San Francisco,CA,2020,Police Department,Personnel Services,Operations,Overtime,All staff,Group 4,29994289
San Francisco,CA,2020,Police Department,Personnel Services,Operations,Retirement/pensions,All staff,Group 4,87700521
San Francisco,CA,2020,Police Department,Personnel Services,Operations,Salaries,All staff,Group 4,401890494
San Francisco,CA,2020,Police Department,Personnel Services,Operations,Special Pay,All staff,Group 4,9008317
San Francisco,CA,2020,Police Department,Personnel Services,Operations,Worker's Compensation,All staff,Group 4,22188448
San Francisco,CA,2020,Police Department,Programmatic Projects,All Sub-departments,All expense items,All staff,Group 4,5583177
San Jose,CA,2020,Independent Police Auditor,All-Non Personnel Services,All Sub-departments,All expense items,All staff,Group 2,55615
San Jose,CA,2020,Independent Police Auditor,Other,All Sub-departments,All expense items,All staff,Group 2,3000
San Jose,CA,2020,Independent Police Auditor,Personnel Services,All Sub-departments,Overtime,All staff,Group 2,1000
San Jose,CA,2020,Independent Police Auditor,Personnel Services,All Sub-departments,Salaries/Benefits,All staff,Group 2,1397427
San Jose,CA,2020,Police and Fire Pensions,Personnel Services,All Sub-departments,All expense items,All staff,Group 2,7285109
San Jose,CA,2020,Police Department,Equipment,All Sub-departments,All expense items,All staff,Group 2,28829779
San Jose,CA,2020,Police Department,Non-equipment Expense,All Sub-departments,All expense items,All staff,Group 2,17292048
San Jose,CA,2020,Police Department,Personnel Services,All Sub-departments,Overtime,All staff,Group 2,28575551
San Jose,CA,2020,Police Department,Personnel Services,All Sub-departments,Salaries/Benefits,All staff,Group 2,389769372
Seattle,WA,2020,Community Police Commission,All Department Expenses,All Sub-departments,All expense items,All staff,Other,1847285
Seattle,WA,2020,Office of Inspector General for Public Safety,All Department Expenses,All Sub-departments,All expense items,All staff,Other,2648238
Seattle,WA,2020,Police Department,All Department Expenses,Administration,All expense items,All staff,Other,109116813
Seattle,WA,2020,Police Department,All Department Expenses,Command,All expense items,All staff,Other,10268376
Seattle,WA,2020,Police Department,All Department Expenses,Community Relations,All expense items,All staff,Other,13131820
Seattle,WA,2020,Police Department,All Department Expenses,Compliance and Professional Standards,All expense items,All staff,Other,4610702
Seattle,WA,2020,Police Department,All Department Expenses,Investigations,All expense items,All staff,Other,59695661
Seattle,WA,2020,Police Department,All Department Expenses,Patrol,All expense items,All staff,Other,147826693
Seattle,WA,2020,Police Department,All Department Expenses,Police Accountability,All expense items,All staff,Other,4693942
Seattle,WA,2020,Police Department,All Department Expenses,Schools,All expense items,All staff,Other,2131785
Seattle,WA,2020,Police Department,All Department Expenses,Special Operations,All expense items,All staff,Other,57635958
Seattle,WA,2020,Police Pensions,All Department Expenses,All Sub-departments,All expense items,All staff,Other,26633274
Sioux Falls,SD,2020,Police Department,Capital Projects,All Sub-departments,Field Equipment,All staff,Group 2,1264000
Sioux Falls,SD,2020,Police Department,Equipment,All Sub-departments,Field Equipment,All staff,Group 2,2214455
Sioux Falls,SD,2020,Police Department,Materials and Services,All Sub-departments,Communications,All staff,Group 2,1348673
Sioux Falls,SD,2020,Police Department,Materials and Services,All Sub-departments,Professional Fees,All staff,Group 2,845147
Sioux Falls,SD,2020,Police Department,Materials and Services,All Sub-departments,Training,All staff,Group 2,240871
Sioux Falls,SD,2020,Police Department,Non-Equipment Expense,All Sub-departments,Facility,All staff,Group 2,334075
