"citystate","year","department","expensecat","subdep","expensedescrip","personneltype","group","total"
"San Diego, California","2020","Police Department","Non-Equipment Expense","All Sub-departments","All expense items","All staff","Group 2",12326197
"San Diego, California","2020","Police Department","Personnel Services","All Sub-departments","Fringe benefits","All staff","Group 2",198163749
"San Diego, California","2020","Police Department","Personnel Services","All Sub-departments","Overtime","All staff","Group 2",32062338
"San Diego, California","2020","Police Department","Personnel Services","All Sub-departments","Risk Management Administration","All staff","Group 2",2824544
"San Diego, California","2020","Police Department","Personnel Services","All Sub-departments","Salaries","All staff","Group 2",239267988
"San Francisco, California","2020","Police Board/Commission","Contractual Services","All Sub-departments","All expense items","All staff","Group 4",1001336
"San Francisco, California","2020","Police Board/Commission","Equipment","All Sub-departments","All expense items","All staff","Group 4",34918
"San Francisco, California","2020","Police Board/Commission","Internal Charges","All Sub-departments","All expense items","All staff","Group 4",875051
"San Francisco, California","2020","Police Board/Commission","Non-Equipment Expense","All Sub-departments","All expense items","All staff","Group 4",160000
"San Francisco, California","2020","Police Board/Commission","Personnel Services","All Sub-departments","Fringe benefits","All staff","Group 4",2702586
"San Francisco, California","2020","Police Board/Commission","Personnel Services","All Sub-departments","Salaries","All staff","Group 4",6626118
"San Francisco, California","2020","Police Department","Capital Projects","Maintenance","Facility","All staff","Group 4",165919
"San Francisco, California","2020","Police Department","Capital Projects","Other","All expense items","All staff","Group 4",8636250
"San Francisco, California","2020","Police Department","Contractual Services","All Sub-departments","All expense items","All staff","Group 4",18092702
"San Francisco, California","2020","Police Department","Equipment","All Sub-departments","All expense items","All staff","Group 4",5795419
"San Francisco, California","2020","Police Department","Internal Charges","All Sub-departments","Services Of Other Depts","All staff","Group 4",61212480
"San Francisco, California","2020","Police Department","Non-Equipment Expense","All Sub-departments","Other","All staff","Group 4",6480677
"San Francisco, California","2020","Police Department","Personnel Services","All Sub-departments","Fringe benefits","All staff","Group 4",146781017
"San Francisco, California","2020","Police Department","Personnel Services","All Sub-departments","Salaries","All staff","Group 4",448553951
"San Jose, California","2020","Independent Police Auditor","All-Non Personnel Services","All Sub-departments","All expense items","All staff","Group 2",55615
"San Jose, California","2020","Independent Police Auditor","Other","All Sub-departments","All expense items","All staff","Group 2",3000
"San Jose, California","2020","Independent Police Auditor","Personnel Services","All Sub-departments","Overtime","All staff","Group 2",1000
"San Jose, California","2020","Independent Police Auditor","Personnel Services","All Sub-departments","Salaries/Benefits","All staff","Group 2",1397427
"San Jose, California","2020","Police and Fire Pensions","Personnel Services","All Sub-departments","All expense items","All staff","Group 2",7285109
"San Jose, California","2020","Police Department","Equipment","All Sub-departments","All expense items","All staff","Group 2",28829779
"San Jose, California","2020","Police Department","Non-equipment Expense","All Sub-departments","All expense items","All staff","Group 2",17292048
"San Jose, California","2020","Police Department","Personnel Services","All Sub-departments","Overtime","All staff","Group 2",28575551
"San Jose, California","2020","Police Department","Personnel Services","All Sub-departments","Salaries/Benefits","All staff","Group 2",389769372
"Seattle, Washington","2020","Community Police Commission","All Department Expenses","All Sub-departments","All expense items","All staff","Other",1847285
"Seattle, Washington","2020","Office of Inspector General for Public Safety","All Department Expenses","All Sub-departments","All expense items","All staff","Other",2648238
"Seattle, Washington","2020","Police Department","All Department Expenses","Administration","All expense items","All staff","Other",109116813
"Seattle, Washington","2020","Police Department","All Department Expenses","Command","All expense items","All staff","Other",10268376
"Seattle, Washington","2020","Police Department","All Department Expenses","Community Relations","All expense items","All staff","Other",13131820
"Seattle, Washington","2020","Police Department","All Department Expenses","Compliance and Professional Standards","All expense items","All staff","Other",4610702
"Seattle, Washington","2020","Police Department","All Department Expenses","Investigations","All expense items","All staff","Other",59695661
"Seattle, Washington","2020","Police Department","All Department Expenses","Patrol","All expense items","All staff","Other",147826693
"Seattle, Washington","2020","Police Department","All Department Expenses","Police Accountability","All expense items","All staff","Other",4693942
"Seattle, Washington","2020","Police Department","All Department Expenses","Schools","All expense items","All staff","Other",2131785
"Seattle, Washington","2020","Police Department","All Department Expenses","Special Operations","All expense items","All staff","Other",57635958
"Seattle, Washington","2020","Police Pensions","All Department Expenses","All Sub-departments","All expense items","All staff","Other",26633274
"Sioux Falls, South Dakota","2020","Police Department","Capital Projects","All Sub-departments","Field Equipment","All staff","Group 2",1264000
"Sioux Falls, South Dakota","2020","Police Department","Equipment","All Sub-departments","Field Equipment","All staff","Group 2",2214455
"Sioux Falls, South Dakota","2020","Police Department","Materials and Services","All Sub-departments","Communications","All staff","Group 2",1348673
"Sioux Falls, South Dakota","2020","Police Department","Materials and Services","All Sub-departments","Professional Fees","All staff","Group 2",845147
"Sioux Falls, South Dakota","2020","Police Department","Materials and Services","All Sub-departments","Training","All staff","Group 2",240871
"Sioux Falls, South Dakota","2020","Police Department","Non-Equipment Expense","All Sub-departments","Facility","All staff","Group 2",334075
"Sioux Falls, South Dakota","2020","Police Department","Non-Equipment Expense","All Sub-departments","Maintenance","All staff","Group 2",857350
"Sioux Falls, South Dakota","2020","Police Department","Personnel Services","All Sub-departments","Overtime","All staff","Group 2",1201500
"Sioux Falls, South Dakota","2020","Police Department","Personnel Services","All Sub-departments","Salaries","All staff","Group 2",22351594
"Sioux Falls, South Dakota","2020","Police Department","Personnel Services","All Sub-departments","Special Pay","All staff","Group 2",412161
"Sioux Falls, South Dakota","2020","Police Pensions","Personnel Services","All Sub-departments","Fringe benefits","All staff","Group 2",9958314
"St. Louis, Missouri","2020","City Marshals","All-Non Personnel Services","All sub departments","All expense items","All Staff","Group 5",16580
"St. Louis, Missouri","2020","City Marshals","Personnel Services","All sub departments","Benefits","All Staff","Group 5",181467
"St. Louis, Missouri","2020","City Marshals","Personnel Services","All sub departments","Overtime","All Staff","Group 5",168949
"St. Louis, Missouri","2020","City Marshals","Personnel Services","All sub departments","Retirement/pension","All Staff","Group 5",75418
"St. Louis, Missouri","2020","City Marshals","Personnel Services","All sub departments","Salaries","All Staff","Group 5",685130
"St. Louis, Missouri","2020","Police Department","Equipment","All sub departments","Field Equipment","All Staff","Group 5",218095.28
"St. Louis, Missouri","2020","Police Department","Equipment","All sub departments","Firearms/Ammunition","All Staff","Group 5",4975
"St. Louis, Missouri","2020","Police Department","Equipment","All sub departments","Gasoline","All Staff","Group 5",776928.19
