"","city","stateAbb","year","department","expensecat","subdep","expensedescrip","personneltype","group","total"
"2206","Virginia Beach","VA","2020","Police Department","Personnel Services","All Sub-departments","All expense items","All staff","Group 1",87177418
"2207","Washington","DC","2020","Fire and Police Pensions","All Department Expenses","All Sub-departments","All expense items","All staff","Group 4",93061000
"2208","Washington","DC","2020","Office of Police Complaints","All Department Expenses","Community Relations","All expense items","All staff","Group 4",2790632
"2209","Washington","DC","2020","Police Department","Contractual Services","All Sub-departments","All expense items","All staff","Group 4",54353000
"2210","Washington","DC","2020","Police Department","Equipment","All Sub-departments","All expense items","All staff","Group 4",955000
"2211","Washington","DC","2020","Police Department","Materials and Services","All Sub-departments","All expense items","All staff","Group 4",24244000
"2212","Washington","DC","2020","Police Department","Non-Equipment Expense","All Sub-departments","All expense items","All staff","Group 4",4000
"2213","Washington","DC","2020","Police Department","Personnel Services","All Sub-departments","Benefits","All staff","Group 4",46579000
"2214","Washington","DC","2020","Police Department","Personnel Services","All Sub-departments","Fringe benefits","All staff","Group 4",66449000
"2215","Washington","DC","2020","Police Department","Personnel Services","All Sub-departments","Overtime","All staff","Group 4",29153000
"2216","Washington","DC","2020","Police Department","Personnel Services","All Sub-departments","Salaries","All staff","Group 4",337697000
"2217","Washington","DC","2020","Police Department","Transfers","All Sub-departments","All expense items","All staff","Group 4",94000
"2218","Wichita","KS","2020","Police Department","Capital Projects","Technical Services","All expense items","All staff","Group 3",7500
"2219","Wichita","KS","2020","Police Department","Contractual Services","Administration","All expense items","All staff","Group 3",437583
"2220","Wichita","KS","2020","Police Department","Contractual Services","Animal Services","All expense items","All staff","Group 3",553124
"2221","Wichita","KS","2020","Police Department","Contractual Services","Command","All expense items","All staff","Group 3",408410
"2222","Wichita","KS","2020","Police Department","Contractual Services","Detectives","All expense items","All staff","Group 3",669034
"2223","Wichita","KS","2020","Police Department","Contractual Services","Investigations","All expense items","All staff","Group 3",297237
"2224","Wichita","KS","2020","Police Department","Contractual Services","Narcotics and Vices Unit","All expense items","All staff","Group 3",152731
"2225","Wichita","KS","2020","Police Department","Contractual Services","Patrol","All expense items","All staff","Group 3",4434394
"2226","Wichita","KS","2020","Police Department","Contractual Services","Police Accountability","All expense items","All staff","Group 3",72375
"2227","Wichita","KS","2020","Police Department","Contractual Services","Police Records","All expense items","All staff","Group 3",411665
"2228","Wichita","KS","2020","Police Department","Contractual Services","Schools","All expense items","All staff","Group 3",141286
"2229","Wichita","KS","2020","Police Department","Contractual Services","Security Services","All expense items","All staff","Group 3",87597
"2230","Wichita","KS","2020","Police Department","Contractual Services","Technical Services","All expense items","All staff","Group 3",255214
"2231","Wichita","KS","2020","Police Department","Contractual Services","Traffic","All expense items","All staff","Group 3",18318
"2232","Wichita","KS","2020","Police Department","Contractual Services","Training","All expense items","All staff","Group 3",214095
"2233","Wichita","KS","2020","Police Department","Contractual Services","Warrant Office","All expense items","All staff","Group 3",45059
"2234","Wichita","KS","2020","Police Department","Materials and Services","Administration","All expense items","All staff","Group 3",45695
"2235","Wichita","KS","2020","Police Department","Materials and Services","Animal Services","All expense items","All staff","Group 3",92014
"2236","Wichita","KS","2020","Police Department","Materials and Services","Command","All expense items","All staff","Group 3",66596
"2237","Wichita","KS","2020","Police Department","Materials and Services","Detectives","All expense items","All staff","Group 3",81352
"2238","Wichita","KS","2020","Police Department","Materials and Services","Investigations","All expense items","All staff","Group 3",18544
"2239","Wichita","KS","2020","Police Department","Materials and Services","Narcotics and Vices Unit","All expense items","All staff","Group 3",9674
"2240","Wichita","KS","2020","Police Department","Materials and Services","Patrol","All expense items","All staff","Group 3",900268
"2241","Wichita","KS","2020","Police Department","Materials and Services","Police Accountability","All expense items","All staff","Group 3",8375
"2242","Wichita","KS","2020","Police Department","Materials and Services","Police Records","All expense items","All staff","Group 3",22203
"2243","Wichita","KS","2020","Police Department","Materials and Services","Schools","All expense items","All staff","Group 3",16087
"2244","Wichita","KS","2020","Police Department","Materials and Services","Security Services","All expense items","All staff","Group 3",4847
"2245","Wichita","KS","2020","Police Department","Materials and Services","Technical Services","All expense items","All staff","Group 3",57084
"2246","Wichita","KS","2020","Police Department","Materials and Services","Traffic","All expense items","All staff","Group 3",16750
"2247","Wichita","KS","2020","Police Department","Materials and Services","Training","All expense items","All staff","Group 3",700676
"2248","Wichita","KS","2020","Police Department","Materials and Services","Warrant Office","All expense items","All staff","Group 3",1700
"2249","Wichita","KS","2020","Police Department","Other","Administration","All expense items","All staff","Group 3",115830
"2250","Wichita","KS","2020","Police Department","Other","Detectives","All expense items","All staff","Group 3",43498
"2251","Wichita","KS","2020","Police Department","Personnel Services","Administration","All expense items","All staff","Group 3",930624
"2252","Wichita","KS","2020","Police Department","Personnel Services","Animal Services","All expense items","All staff","Group 3",1327011
"2253","Wichita","KS","2020","Police Department","Personnel Services","Command","All expense items","All staff","Group 3",1104155
"2254","Wichita","KS","2020","Police Department","Personnel Services","Detectives","All expense items","All staff","Group 3",9667816
"2255","Wichita","KS","2020","Police Department","Personnel Services","Investigations","All expense items","All staff","Group 3",3655630
"2256","Wichita","KS","2020","Police Department","Personnel Services","Narcotics and Vices Unit","All expense items","All staff","Group 3",4567692
"2257","Wichita","KS","2020","Police Department","Personnel Services","Patrol","All expense items","All staff","Group 3",43693898
"2258","Wichita","KS","2020","Police Department","Personnel Services","Police Accountability","All expense items","All staff","Group 3",852245
"2259","Wichita","KS","2020","Police Department","Personnel Services","Police Records","All expense items","All staff","Group 3",4872936
"2260","Wichita","KS","2020","Police Department","Personnel Services","Schools","All expense items","All staff","Group 3",764201
"2261","Wichita","KS","2020","Police Department","Personnel Services","Security Services","All expense items","All staff","Group 3",1258280
"2262","Wichita","KS","2020","Police Department","Personnel Services","Technical Services","All expense items","All staff","Group 3",2121485
"2263","Wichita","KS","2020","Police Department","Personnel Services","Traffic","All expense items","All staff","Group 3",2075218
"2264","Wichita","KS","2020","Police Department","Personnel Services","Training","All expense items","All staff","Group 3",1715611
"2265","Wichita","KS","2020","Police Department","Personnel Services","Warrant Office","All expense items","All staff","Group 3",231967
"2266","Wilmington","DE","2020","Police Department","Debt Service","All Sub-departments","Other","All staff","Group 5",247097
"2267","Wilmington","DE","2020","Police Department","Internal Charges","All Sub-departments","Insurance","All staff","Group 5",2188876
